Soil_Type,Soil_pH,Soil_Moisture,Temperature,Humidity,Rainfall,Crop_Yield
Clay,7.34,20.5,28.8,74.8,183.5,3.58
Clay,5.89,10.8,32.0,72.6,208.2,3.98
Loamy,7.47,14.4,27.7,63.0,202.4,2.26
Sandy,6.97,10.8,27.6,66.9,89.7,2.82
Loamy,7.05,22.5,28.1,63.3,91.4,2.4
Clay,6.81,23.6,31.5,60.9,163.7,3.64
Clay,6.44,11.7,30.4,65.1,149.5,3.96
Loamy,6.64,16.6,34.3,59.7,121.0,3.44
Sandy,5.59,24.0,32.7,57.0,216.7,3.89
Clay,6.75,12.2,32.3,67.6,184.5,4.21
Clay,6.75,14.4,26.7,71.8,176.2,2.57
Clay,7.28,14.6,25.6,57.2,105.4,3.05
Loamy,6.51,10.5,30.6,67.7,119.8,3.4
Clay,5.65,10.5,25.8,60.9,164.7,3.53
Sandy,6.11,24.3,29.0,57.6,191.4,2.92
Clay,6.81,18.6,25.3,65.5,210.3,3.72
Clay,5.98,14.6,26.9,73.5,177.7,4.24
Sandy,6.06,15.7,26.2,58.8,138.6,3.22
Clay,7.14,20.7,33.8,69.0,176.8,4.05
Loamy,6.67,15.5,28.8,57.9,89.7,2.98
Loamy,6.52,13.4,25.9,70.1,164.0,3.02
Loamy,6.14,11.5,27.9,69.0,205.2,4.0
Sandy,6.96,20.9,32.5,69.1,169.2,2.91
Clay,6.08,12.7,33.2,74.9,81.1,2.81
Loamy,6.97,11.0,26.3,53.5,177.2,2.06
Sandy,5.64,16.4,33.6,59.7,181.7,4.64
Clay,7.23,10.6,29.1,65.8,155.8,4.57
Sandy,6.5,24.5,32.5,64.8,194.3,3.81
Loamy,6.38,19.4,32.4,69.5,108.3,2.28
Loamy,6.72,12.3,33.7,51.2,137.3,4.33
Loamy,6.75,12.6,32.7,67.6,193.1,4.12
Sandy,5.76,18.5,25.4,68.4,164.5,3.39
Sandy,7.01,15.3,30.7,51.5,219.2,2.65
Loamy,6.05,21.6,26.8,63.5,89.7,2.84
Sandy,7.31,18.2,35.7,56.1,114.2,3.93
Loamy,7.14,16.5,27.8,70.0,107.9,2.95
Loamy,6.19,24.4,29.6,51.2,216.7,3.5
Clay,7.12,15.9,27.2,53.7,201.7,2.72
Sandy,6.21,16.0,26.5,52.6,98.6,3.21
Loamy,5.7,20.0,31.6,51.6,129.5,3.18
Loamy,7.42,22.1,30.4,65.0,87.4,2.18
Sandy,6.81,19.4,29.1,71.7,168.6,2.6
Clay,6.41,20.5,25.9,62.8,126.4,3.35
Clay,6.3,15.6,33.1,55.3,116.1,3.42
Loamy,6.15,17.2,25.1,58.6,153.2,2.75
Sandy,7.46,13.0,30.0,59.0,191.4,3.48
Clay,5.77,20.2,32.0,61.3,136.5,4.08
Sandy,6.13,13.3,29.7,60.5,186.0,2.96
Sandy,6.47,10.0,26.4,66.8,142.5,2.67
Loamy,6.46,24.0,33.6,58.5,110.0,3.3
Clay,6.44,14.6,28.6,66.6,142.5,4.24
Loamy,5.85,12.9,26.5,63.7,155.3,2.6
Clay,5.79,14.0,31.1,51.2,144.6,2.4
Clay,6.01,15.0,25.2,73.0,118.4,2.62
Clay,7.33,17.1,28.6,54.4,105.9,3.0
Clay,5.73,11.0,33.3,61.3,212.6,3.81
Clay,7.01,10.8,35.0,73.7,121.6,4.09
Sandy,7.02,14.4,31.5,56.2,178.8,3.89
Loamy,7.12,14.4,27.4,50.6,127.7,3.15
Sandy,7.27,11.8,27.4,62.3,215.8,4.13
Clay,6.03,16.1,31.6,55.6,218.4,3.93
Loamy,5.95,14.3,29.5,64.6,195.5,2.93
Clay,6.43,10.4,26.9,70.4,161.4,3.16
Loamy,6.03,23.3,33.7,62.8,155.9,3.34
Sandy,6.97,23.3,27.2,66.1,126.1,2.63
Loamy,6.77,13.1,28.5,66.7,97.1,2.63
Loamy,7.25,12.4,25.7,70.5,91.1,2.26
Loamy,5.67,18.2,32.7,67.2,145.2,3.87
Loamy,7.33,19.5,28.0,74.4,217.0,3.17
Loamy,6.09,24.4,27.6,61.4,114.6,3.14
Clay,6.48,15.7,28.3,51.3,137.5,2.71
Loamy,6.38,19.3,34.6,59.9,169.8,2.8
Loamy,7.02,23.2,30.7,71.0,129.1,2.91
Sandy,6.34,16.7,26.7,53.3,80.5,2.79
Loamy,7.39,11.8,33.5,68.4,135.5,3.57
Sandy,7.31,15.7,27.3,63.4,192.6,4.04
Clay,7.24,12.0,29.5,72.5,212.2,3.23
Loamy,5.64,10.2,31.2,68.3,118.5,3.55
Sandy,7.21,21.3,31.4,66.5,209.0,2.97
Sandy,7.06,13.6,25.8,72.2,201.4,3.25
Clay,5.71,10.0,34.2,72.7,136.9,3.2
Loamy,5.71,23.1,30.3,59.6,80.7,4.13
Loamy,5.7,16.7,35.9,73.2,198.3,4.14
Sandy,5.52,13.6,32.9,51.4,120.1,3.54
Loamy,6.6,13.9,35.9,69.1,185.8,4.03
Sandy,7.45,13.6,30.0,58.4,160.0,3.75
Loamy,6.38,12.9,26.5,62.2,111.0,4.33
Sandy,6.58,22.6,33.0,70.9,170.7,3.3
Loamy,7.44,12.6,33.6,65.9,187.1,3.63
Clay,6.01,18.4,34.4,61.4,146.4,3.85
Loamy,7.22,11.2,28.3,54.1,184.7,3.65
Loamy,6.59,24.2,30.6,73.5,136.7,2.91
Clay,6.64,19.0,34.4,58.3,217.2,2.49
Loamy,6.19,23.5,34.5,52.5,113.6,3.41
Clay,6.62,16.0,25.3,64.1,188.9,3.26
Loamy,5.65,22.2,32.4,60.2,184.9,4.4
Sandy,7.03,22.8,31.6,64.8,154.1,3.08
Sandy,6.07,20.5,25.9,55.8,129.0,4.14
Loamy,7.28,11.4,35.2,59.5,142.4,3.75
Loamy,6.24,10.2,29.9,74.3,168.1,2.42
Loamy,5.79,12.5,32.4,73.4,154.2,3.38
Sandy,6.89,11.8,34.7,71.6,186.6,3.35
Loamy,5.83,20.9,26.4,69.5,130.5,3.04
Sandy,7.01,18.4,34.4,53.9,95.0,4.3
Clay,7.44,17.9,33.0,61.7,150.8,4.09
Sandy,7.06,13.8,34.2,68.2,116.3,2.39
Sandy,5.54,12.3,30.4,56.5,166.3,2.3
Clay,6.7,13.1,25.4,50.8,152.8,3.95
Sandy,6.89,16.0,32.4,60.5,189.0,4.1
Loamy,7.15,21.1,29.1,60.6,160.5,3.7
Loamy,5.61,13.8,29.4,51.6,140.3,3.38
Sandy,6.46,20.5,29.9,58.0,96.8,4.57
Loamy,6.57,17.4,30.4,72.9,96.8,4.59
Sandy,5.84,23.3,32.3,56.3,169.6,3.47
Loamy,6.14,13.5,33.0,64.2,203.3,3.73
Loamy,6.38,16.8,33.5,62.2,138.1,2.61
Sandy,7.17,11.4,32.4,71.6,154.3,4.33
Loamy,7.36,15.0,33.8,66.3,162.8,2.97
Sandy,6.76,17.6,26.3,54.0,146.8,3.51
Loamy,6.29,21.0,34.2,53.6,88.3,3.93
Loamy,6.01,13.0,29.3,63.9,162.5,2.34
Clay,7.46,13.3,30.8,51.2,99.2,3.1
Clay,7.47,19.5,29.8,59.8,157.8,3.73
Sandy,7.35,15.7,30.2,60.0,188.6,4.53
Clay,7.07,17.2,28.1,54.9,80.8,4.2
Sandy,6.15,22.5,26.9,57.5,140.3,3.3
Clay,7.13,17.5,26.2,58.2,184.4,2.91
Loamy,6.32,19.8,30.0,50.3,154.0,4.07
Sandy,6.15,19.9,26.4,70.1,112.9,2.67
Sandy,6.99,22.1,27.7,73.9,177.7,2.19
Loamy,5.66,19.6,26.5,57.2,189.7,2.23
Sandy,5.6,11.0,26.2,52.8,130.8,4.28
Sandy,6.4,15.1,34.7,73.8,121.6,4.18
Clay,6.39,24.8,32.4,68.5,156.3,2.32
Sandy,7.29,12.9,35.2,72.3,131.2,2.77
Loamy,5.75,18.8,32.1,59.0,197.0,4.38
Clay,5.75,22.6,34.3,62.1,189.1,3.31
Clay,5.79,18.8,31.1,73.3,123.7,3.78
Loamy,5.56,15.6,30.1,61.5,144.0,4.07
Loamy,5.64,11.2,30.8,66.8,204.5,2.73
Clay,6.82,15.4,28.5,67.6,100.6,2.76
Sandy,6.36,12.7,32.2,70.9,185.6,4.01
Clay,7.03,24.4,34.9,74.4,124.4,3.88
Loamy,7.49,20.7,33.6,58.4,96.7,2.87
Clay,6.82,21.2,30.1,56.2,96.4,4.11
Loamy,5.6,16.5,35.5,51.9,118.7,3.6
Clay,5.71,11.6,35.8,71.4,156.7,2.81
Sandy,7.26,14.0,30.4,57.3,207.1,3.4
Clay,6.55,13.9,34.5,51.2,122.4,3.23
Clay,7.15,17.3,25.1,71.6,107.9,3.3
Loamy,7.21,16.9,25.7,62.7,147.0,3.03
Loamy,7.36,16.5,25.2,71.0,101.9,3.55
Loamy,7.4,17.4,33.5,63.9,118.0,3.7
Clay,6.61,24.8,25.9,57.8,218.1,2.88
Sandy,6.18,14.5,25.2,53.2,158.1,2.54
Loamy,7.42,19.2,26.6,60.9,189.7,3.31
Loamy,6.59,13.6,28.4,50.7,109.7,4.4
Clay,5.63,17.0,30.1,65.1,152.8,3.59
Loamy,6.79,13.0,25.7,60.7,151.5,2.48
Sandy,6.68,18.4,30.5,53.5,193.8,3.2
Sandy,7.29,14.0,27.7,63.3,83.0,2.99
Loamy,6.81,10.6,28.0,70.0,200.5,4.17
Loamy,6.2,22.2,34.0,74.4,91.1,4.2
Clay,7.43,11.9,35.9,63.2,208.3,3.56
Sandy,7.1,15.5,30.1,53.2,100.0,2.43
Sandy,6.76,17.2,28.5,70.3,154.5,4.3
Loamy,6.09,16.5,35.2,67.4,93.9,3.63
Clay,6.25,20.9,30.5,73.8,142.6,4.26
Sandy,6.84,19.0,33.0,63.4,121.9,3.02
Sandy,5.64,14.4,29.6,58.9,138.8,3.73
Clay,6.01,10.8,27.2,74.1,156.3,2.46
Clay,6.93,21.5,32.2,63.5,144.3,2.44
Sandy,6.46,15.3,32.3,50.4,83.2,2.36
Sandy,6.3,23.3,30.1,61.8,200.9,4.49
Clay,5.8,15.9,28.0,50.1,93.3,2.41
Sandy,6.38,20.8,34.1,68.4,217.3,4.39
Loamy,7.04,24.1,28.0,64.1,199.2,4.58
Loamy,6.03,19.8,32.2,52.7,158.6,2.55
Clay,5.51,16.2,29.2,70.3,114.3,3.84
Clay,6.84,18.5,30.2,63.4,92.1,3.75
Clay,7.45,18.2,27.3,52.9,174.1,3.24
Loamy,6.71,18.8,32.1,54.0,108.2,3.33
Sandy,5.74,12.2,27.5,70.6,182.7,2.28
Loamy,6.14,20.5,30.3,58.9,196.6,2.58
Sandy,7.24,12.2,28.6,70.5,218.5,3.11
Loamy,5.97,10.2,35.6,51.7,150.6,3.79
Sandy,6.72,19.4,35.8,56.1,216.5,3.1
Loamy,6.31,11.8,33.3,69.1,100.9,3.63
Clay,5.92,21.6,35.8,66.0,197.1,3.69
Loamy,7.13,23.0,26.2,57.7,130.4,4.26
Sandy,6.99,24.2,35.9,73.4,131.1,3.83
Loamy,6.82,20.0,26.1,55.3,117.6,3.8
Loamy,5.97,17.2,29.6,71.2,104.3,3.62
Loamy,5.7,15.3,27.6,67.4,141.9,3.09
Clay,6.65,17.4,35.5,53.0,218.2,3.62
Loamy,6.61,12.9,32.0,63.9,126.2,4.19
Clay,5.88,15.2,31.6,73.2,144.6,3.69
Clay,5.61,20.8,36.0,65.5,112.0,3.25
Loamy,5.66,13.3,31.7,63.2,127.2,3.18
Loamy,7.49,14.0,32.1,59.2,87.7,2.34
Loamy,7.07,21.2,25.5,69.7,213.8,3.47
Sandy,7.34,12.7,34.4,72.8,151.4,3.92
Loamy,5.89,13.7,35.7,68.8,182.6,2.93
Clay,7.42,10.3,35.6,68.1,151.9,2.8
Loamy,5.79,20.8,27.4,54.8,187.8,3.72
Sandy,6.52,19.3,27.5,70.8,154.8,2.79
Loamy,7.16,20.4,29.0,51.0,178.2,3.12
Sandy,6.2,13.2,28.4,68.9,175.9,2.67
Sandy,6.35,20.3,28.4,55.3,154.7,2.79
Loamy,5.76,18.9,31.7,62.2,112.3,3.7
Clay,5.75,15.5,33.9,67.4,109.7,3.92
Sandy,6.74,16.6,35.3,69.0,202.4,3.86
Loamy,6.85,18.5,25.7,72.2,96.9,4.3
Loamy,7.05,17.4,28.1,57.1,158.3,4.2
Clay,6.61,19.6,27.8,55.6,150.4,3.43
Sandy,6.79,12.7,28.9,74.9,191.8,4.78
Sandy,5.53,18.1,29.7,55.2,99.0,2.75
Loamy,5.82,16.8,29.3,66.6,176.2,4.65
Loamy,7.47,16.9,35.5,73.8,164.8,4.7
Clay,5.65,17.0,29.8,72.4,178.2,2.52
Clay,6.86,23.2,31.1,61.1,167.0,2.97
Sandy,5.85,22.3,33.2,65.9,158.8,3.67
Sandy,6.93,19.4,33.0,63.2,209.7,2.61
Loamy,6.91,20.7,31.4,58.7,128.8,3.74
Sandy,5.97,10.6,34.5,53.6,105.9,3.12
Clay,6.04,21.2,31.9,70.1,191.4,3.01
Clay,6.81,17.3,34.6,52.3,98.2,3.03
Loamy,6.28,14.8,28.3,65.2,175.2,3.54
Clay,5.89,12.1,26.5,64.9,156.9,3.04
Clay,6.96,11.1,34.0,58.4,80.2,3.04
Clay,5.81,10.7,29.2,53.4,113.6,3.72
Clay,7.21,12.4,32.2,70.0,149.4,3.78
Loamy,6.53,10.5,33.1,61.5,126.2,3.56
Loamy,5.71,21.0,28.6,68.1,139.8,2.86
Sandy,6.89,13.7,30.6,50.4,164.2,4.06
Clay,6.54,15.5,34.8,51.9,182.3,3.85
Sandy,6.1,22.3,34.7,54.4,101.2,3.39
Loamy,6.35,11.7,33.2,52.8,119.6,3.03
Loamy,6.1,22.5,33.4,54.8,169.1,4.34
Loamy,6.03,19.6,34.9,67.2,162.4,3.74
Loamy,5.83,15.1,33.1,51.2,183.2,3.1
Loamy,6.23,11.8,28.7,50.9,169.7,3.63
Loamy,6.0,11.4,26.3,50.8,126.2,2.84
Loamy,6.87,15.0,29.6,67.4,149.9,2.27
Clay,6.87,12.1,26.0,63.4,203.9,3.73
Sandy,6.5,14.0,26.3,59.3,106.1,3.97
Loamy,7.06,10.8,35.5,66.9,132.7,4.48
Clay,7.18,18.9,32.4,63.8,197.8,4.19
Clay,6.66,12.2,34.4,50.2,131.0,4.43
Sandy,6.74,21.4,32.1,71.0,137.7,4.25
Loamy,6.07,13.3,29.6,58.8,124.7,4.0
Sandy,7.29,22.0,25.3,60.0,205.9,4.19
Loamy,5.55,12.8,35.5,69.6,172.9,4.25
Clay,6.2,20.8,25.8,54.7,109.2,3.05
Clay,6.94,15.0,31.7,50.3,184.9,3.25
Clay,5.66,18.7,26.1,72.7,85.4,3.35
Clay,5.87,10.6,28.1,62.6,135.5,3.67
Sandy,6.68,17.4,27.0,58.7,207.4,3.79
Loamy,6.62,12.2,31.1,70.5,176.6,3.02
Loamy,6.98,17.3,34.8,50.7,191.0,3.22
Sandy,7.13,12.1,32.0,55.1,210.4,3.01
Loamy,5.76,16.6,32.3,53.9,188.4,2.29
Clay,5.54,11.7,35.0,68.4,92.4,2.97
Loamy,6.88,13.3,33.2,57.8,112.3,3.59
Clay,6.1,18.9,34.5,69.3,150.0,3.29
Sandy,6.75,24.6,29.6,51.0,81.9,3.35
Loamy,5.8,16.7,34.5,65.2,167.4,2.45
Sandy,6.44,20.3,32.1,58.0,172.0,2.96
Loamy,6.51,18.1,26.5,54.7,177.5,3.22
Clay,6.67,17.5,25.4,70.4,157.8,2.82
Sandy,6.53,11.0,27.7,60.3,143.3,4.02
Loamy,6.49,12.2,29.2,64.3,199.8,2.5
Clay,6.17,23.2,34.2,50.8,187.4,3.93
Sandy,5.64,16.2,33.2,69.8,165.7,4.61
Sandy,5.68,19.2,35.5,57.2,86.4,3.73
Loamy,6.37,17.9,31.2,67.3,177.2,3.42
Loamy,6.21,15.7,33.2,69.0,158.1,2.85
Loamy,6.53,15.8,28.0,52.9,177.1,4.23
Clay,6.11,18.3,32.5,57.4,123.6,3.7
Loamy,6.88,12.1,32.8,68.1,188.8,2.8
Sandy,7.23,15.8,34.3,55.8,138.5,2.71
Sandy,6.1,16.7,30.9,71.2,205.2,2.35
Loamy,5.89,24.8,32.1,57.8,94.6,2.86
Loamy,5.73,15.3,27.2,60.1,147.8,4.19
Sandy,6.73,19.7,33.1,52.5,108.8,3.55
Clay,6.39,12.1,34.2,53.7,143.5,4.27
Loamy,5.88,11.0,31.5,56.9,129.5,3.24
Loamy,6.81,23.1,26.3,51.2,192.5,4.1
Sandy,5.8,21.0,28.4,54.8,103.4,2.47
Loamy,6.61,14.8,30.2,60.2,163.8,3.39
Clay,6.55,17.6,32.4,59.5,136.9,3.66
Sandy,6.97,12.0,28.5,55.0,152.5,4.57
Loamy,5.61,20.6,34.2,52.0,180.0,4.16
Sandy,7.28,11.1,29.1,58.0,130.0,3.13
Loamy,6.91,21.4,25.5,68.6,131.4,4.66
Loamy,5.93,18.2,33.7,62.8,90.8,4.21
Loamy,5.87,14.2,32.1,73.7,157.3,3.2
Clay,6.36,22.9,33.8,53.5,138.4,4.16
Clay,7.14,24.8,28.8,55.2,193.7,4.16
Sandy,7.19,13.8,25.2,57.0,141.5,4.22
Loamy,6.54,22.1,25.8,50.3,215.9,3.25
Loamy,7.22,21.3,26.2,73.6,104.0,3.98
Clay,5.51,21.2,33.9,61.1,117.4,2.39
Loamy,5.57,24.4,28.3,62.0,134.9,2.63
Clay,7.32,17.3,36.0,53.9,103.9,4.61
Loamy,7.05,20.1,33.3,71.8,216.1,3.79
Sandy,6.4,22.4,31.6,67.3,169.7,2.26
Loamy,7.01,17.2,35.8,60.8,81.6,3.59
Loamy,7.41,17.2,28.5,71.9,161.0,3.27
Clay,7.04,14.8,26.8,72.6,189.4,2.69
Loamy,7.18,21.7,33.1,51.2,87.2,3.43
Loamy,7.02,20.3,28.1,53.0,160.9,2.81
Clay,5.84,16.8,35.6,50.7,132.4,2.83
Sandy,7.17,16.3,35.9,64.5,161.4,3.98
Sandy,5.89,11.1,35.2,55.4,115.4,2.2
Clay,7.29,10.1,35.4,71.1,173.2,3.48
Clay,6.42,17.9,31.8,61.6,174.0,3.07
Clay,6.85,16.3,32.6,70.9,155.5,3.74
Clay,6.49,21.9,26.0,63.9,209.3,3.45
Clay,5.69,18.1,33.4,69.9,207.3,3.01
Sandy,6.08,24.1,27.2,59.3,86.7,3.99
Sandy,7.47,12.9,34.2,73.6,120.6,3.55
Clay,7.42,24.9,35.6,66.7,131.0,3.64
Loamy,6.14,14.5,27.3,64.9,87.7,3.89
Clay,7.49,19.6,25.9,58.8,153.3,3.18
Loamy,7.19,17.5,30.3,73.4,83.4,2.67
Clay,6.72,15.4,33.7,58.4,174.9,3.88
Clay,5.58,12.1,33.5,70.9,80.4,3.32
Sandy,7.3,12.0,32.7,60.1,84.5,3.75
Loamy,6.61,20.7,34.0,69.2,196.7,2.82
Loamy,7.24,15.7,26.9,72.8,115.4,2.9
Sandy,7.17,24.4,32.2,61.6,91.4,3.88
Sandy,7.17,14.9,31.7,63.2,135.9,3.44
Sandy,6.9,24.8,26.7,58.3,87.1,3.88
Sandy,6.08,13.1,29.6,51.4,185.1,2.88
Loamy,6.17,11.5,34.4,66.3,149.2,3.45
Loamy,6.12,14.7,35.7,53.0,157.3,3.28
Clay,5.54,23.3,32.3,58.9,185.4,4.47
Clay,6.67,17.8,35.1,58.7,189.8,2.62
Sandy,6.9,12.0,26.5,53.8,99.1,3.16
Sandy,7.21,13.0,35.7,66.7,119.2,2.08
Sandy,5.78,14.7,25.4,54.4,104.6,3.99
Clay,6.59,18.9,30.8,69.5,87.6,3.02
Clay,5.52,15.0,28.2,56.2,155.3,2.41
Clay,5.69,21.2,34.0,57.2,115.0,4.05
Clay,5.61,19.2,27.4,58.6,101.6,2.23
Clay,6.95,23.1,25.1,53.8,151.4,4.4
Clay,5.66,17.5,29.6,60.9,168.8,4.21
Clay,6.93,15.0,25.7,52.0,188.1,3.86
Sandy,6.0,24.9,28.2,60.7,82.4,4.06
Sandy,7.26,15.3,32.1,58.5,153.7,4.61
Sandy,7.13,16.4,28.2,58.5,117.4,4.44
Sandy,7.42,22.1,27.7,66.5,218.8,3.33
Clay,7.27,11.3,26.7,69.2,102.0,2.8
Loamy,7.37,15.8,26.5,58.9,141.3,3.85
Clay,7.22,11.3,30.8,56.6,215.8,3.32
Loamy,6.89,12.1,32.5,62.4,109.8,4.22
Sandy,5.84,10.1,30.0,69.7,193.0,4.32
Clay,6.04,10.1,26.4,66.1,114.0,3.98
Sandy,5.93,15.7,32.1,51.0,90.5,2.73
Clay,6.71,22.1,31.1,62.0,86.0,2.48
Sandy,6.51,18.8,29.2,74.8,212.8,4.24
Loamy,7.23,19.5,28.6,58.8,109.8,3.74
Loamy,7.41,17.8,27.0,61.0,120.9,3.86
Loamy,6.31,22.3,26.6,57.2,215.4,4.31
Clay,6.51,23.2,28.7,62.4,172.0,4.19
Loamy,7.44,22.7,25.5,54.0,148.3,3.74
Clay,6.05,22.2,29.8,56.2,141.0,3.45
Loamy,7.08,12.7,31.6,67.8,86.8,4.73
Loamy,5.95,18.9,35.4,53.5,197.5,3.24
Clay,6.86,18.7,31.9,73.2,186.7,3.65
Clay,6.01,17.9,31.9,57.7,92.7,2.81
Loamy,7.27,17.2,29.1,64.4,129.5,3.18
Clay,6.62,11.3,26.5,58.0,204.0,3.72
Loamy,5.87,11.5,29.9,62.0,113.1,3.21
Clay,5.95,23.5,31.6,72.6,165.6,3.61
Sandy,6.49,19.5,33.0,51.7,148.3,2.61
Sandy,7.42,13.9,34.1,71.4,194.6,2.71
Sandy,7.04,14.2,27.8,63.9,85.0,2.84
Sandy,6.48,19.2,27.7,66.6,194.3,3.8
Sandy,6.18,16.1,31.2,51.4,99.0,3.4
Loamy,6.6,16.6,31.2,69.0,82.1,3.69
Sandy,7.0,10.9,27.4,53.2,163.4,4.07
Sandy,7.07,12.1,31.5,74.1,116.2,2.93
Sandy,6.15,15.9,28.8,70.0,179.3,2.79
Sandy,6.94,20.5,32.0,62.3,145.8,3.77
Clay,6.82,10.7,28.2,73.1,164.8,4.04
Loamy,7.42,15.0,31.5,54.2,176.6,4.34
Sandy,7.36,20.4,33.5,74.8,209.8,4.14
Sandy,7.08,21.9,35.8,67.9,195.2,3.37
Sandy,6.95,12.9,35.0,52.5,149.3,3.74
Loamy,6.05,21.0,30.5,63.4,141.3,3.16
Clay,7.19,24.3,30.4,67.8,171.7,3.19
Loamy,6.36,23.6,29.8,65.3,182.7,3.89
Clay,6.04,21.8,25.3,60.6,104.2,3.8
Sandy,6.27,20.7,26.8,56.2,84.6,3.95
Sandy,7.17,13.5,25.7,56.0,143.7,2.68
Loamy,5.8,19.5,32.7,73.2,93.9,3.93
Loamy,6.41,19.6,29.5,55.9,118.2,3.24
Clay,6.48,16.1,25.7,74.1,161.9,3.82
Clay,5.57,17.4,32.6,55.3,101.2,2.45
Loamy,5.89,20.4,32.1,59.6,84.0,3.36
Clay,7.15,24.3,32.9,50.3,157.6,3.62
Loamy,7.16,14.4,31.6,72.6,145.3,3.71
Clay,6.08,13.7,26.8,52.6,122.9,3.2
Loamy,7.25,19.0,25.7,58.9,145.6,2.93
Loamy,7.04,12.0,34.0,71.1,175.7,2.33
Loamy,6.34,18.7,27.4,69.8,95.3,3.76
Clay,7.0,11.3,31.0,71.0,115.8,3.09
Clay,7.42,17.4,30.3,72.9,191.3,2.63
Clay,6.42,19.3,35.1,72.8,173.8,3.04
Loamy,5.98,11.1,31.1,69.3,117.3,4.42
Clay,7.38,13.1,31.4,64.6,135.7,3.82
Clay,6.71,15.0,28.5,64.0,96.8,3.88
Loamy,5.71,15.5,35.5,50.3,115.4,2.73
Sandy,6.65,20.1,31.7,68.1,197.8,4.02
Loamy,6.5,17.9,25.1,55.7,141.7,4.61
Clay,7.21,15.7,31.1,70.7,169.6,3.15
Loamy,6.56,16.8,29.0,63.8,102.4,2.66
Sandy,6.01,10.2,25.4,74.7,105.7,3.79
Loamy,6.85,21.6,29.7,55.3,211.7,3.18
Clay,6.59,10.6,33.5,68.1,197.8,3.71
Sandy,5.97,22.4,30.5,63.7,190.6,2.68
Clay,6.65,18.1,32.0,73.3,126.1,3.57
Sandy,7.14,17.9,32.0,56.6,158.8,4.18
Sandy,5.56,20.6,32.4,51.5,148.9,3.71
Loamy,6.76,22.9,29.3,63.6,213.9,4.47
Loamy,6.2,24.1,29.1,63.0,113.5,3.2
Clay,6.09,18.2,25.1,57.8,212.6,2.76
Loamy,6.29,12.3,26.7,74.7,179.0,2.7
Loamy,6.18,23.2,35.5,51.7,137.9,4.09
Sandy,7.16,10.6,34.3,64.2,117.3,4.0
Loamy,6.05,22.1,28.0,56.5,186.0,3.2
Sandy,6.97,20.2,29.4,50.0,195.2,3.1
Sandy,5.69,23.6,35.3,74.7,130.1,3.56
Sandy,7.4,23.5,27.8,62.0,104.1,3.14
Clay,6.74,10.8,30.9,71.4,148.9,4.73
Clay,6.91,19.1,25.2,71.0,145.6,3.06
Clay,6.1,11.9,31.8,70.3,181.6,3.4
Sandy,6.32,11.2,35.2,61.5,216.2,2.72
Clay,5.95,16.7,34.7,72.4,154.4,3.37
Clay,7.37,11.5,30.5,59.2,182.4,2.87
Loamy,6.48,20.9,32.1,60.2,129.1,2.85
Clay,6.76,24.5,31.3,56.4,163.9,3.71
Clay,6.97,18.5,25.7,61.2,96.1,3.25
Sandy,6.24,13.5,26.7,74.7,194.1,3.44
Sandy,6.94,22.6,35.6,64.3,128.2,2.54
Sandy,6.85,22.8,27.8,70.8,91.2,2.76
Sandy,6.91,21.0,29.2,56.6,218.7,2.73
Sandy,6.48,19.2,30.6,73.9,206.3,4.3
Sandy,6.27,23.0,35.8,50.3,107.6,2.15
Clay,5.94,12.4,32.6,73.3,130.8,3.85
Sandy,7.15,24.0,31.9,72.5,211.1,4.34
Sandy,6.72,24.2,30.8,51.7,191.5,4.84
Loamy,6.39,23.1,32.7,65.1,206.9,4.0
Clay,7.39,13.8,32.3,69.6,158.8,2.33
Clay,5.6,22.9,34.9,60.1,114.0,3.64
Clay,7.2,17.5,31.0,52.3,111.8,3.35
Sandy,7.5,18.9,29.6,70.7,153.6,3.87
Sandy,7.27,22.6,33.9,61.7,209.4,3.55
Sandy,7.12,10.4,33.8,56.6,168.4,3.48
Loamy,6.25,15.4,26.9,51.8,84.8,4.02
Sandy,5.96,22.2,27.6,66.0,158.5,3.28
Loamy,6.97,22.2,35.5,51.1,165.2,3.62
Clay,6.11,22.7,29.9,69.8,161.4,3.94
Sandy,5.85,12.5,30.7,69.3,176.8,3.73
Loamy,7.07,20.6,28.4,58.1,121.1,3.43
Loamy,6.13,12.2,30.3,61.8,100.1,2.63
Sandy,7.33,21.8,33.2,66.7,185.0,4.31
Clay,7.18,13.7,30.3,74.0,107.5,2.51
Clay,7.2,21.1,28.5,63.0,96.0,2.85
Clay,7.04,16.8,26.1,74.9,130.3,3.15
Loamy,7.26,24.8,35.2,58.1,196.6,4.52
Loamy,7.11,18.7,34.6,63.2,91.5,3.03
Loamy,6.71,19.5,33.7,52.9,107.4,2.59
Loamy,6.09,15.5,32.6,63.9,146.5,2.87
Clay,7.28,21.0,30.7,63.4,120.3,2.94
Sandy,7.18,17.4,34.9,71.2,181.0,3.21
Loamy,6.45,10.3,33.7,74.9,174.5,4.83
Loamy,5.58,19.1,34.0,74.7,198.0,3.39
Clay,6.78,22.5,28.4,55.9,108.5,2.74
Sandy,5.6,13.6,29.7,58.5,170.8,4.07
Sandy,7.35,13.3,32.8,56.9,188.5,3.32
Clay,7.42,19.1,29.1,55.0,88.8,2.72
Clay,5.88,22.3,30.4,53.8,85.2,3.68
Sandy,6.85,13.7,32.1,62.8,158.3,2.01
